trial_number,condition,real_passage,jabber_passage,target_word,target_word_position,unmasked_word_indices,entropy,target_probability,target_log_probability,target_pos,og_passage_seed_number,passage_id
11,most_masked,"Despite their confidence, the painter was unable to complete his work; he found himself struggling with a difficult task: capturing that ethereal glow of light and its corresponding shadow.","Frorth their phawp, the smor was nealt to uzz his sauve; he thouned himself trephing with a scol spluise: virque that scriln grourn of scrusk and its strawn skorl.",shadow,28.0,"[2, 19, 22, 21, 24, 0]",4.1361995,0.1545661688,-1.867133021,noun,23.0,
12,most_masked,"In spite of irrefutable proof of guilt, the defendant refused to acknowledge responsibility. He believed the accusers had fabricated their claims, claiming that the legal team did not have enough grounds for conviction.","In brugue of phrepe phisp of piege, the flarsh gworked to clourse shrit. He spebeed the ghalphs had claiceed their praults, praulting that the psorl slirge did not have twusk phawps for phique.",defendant,8.0,"[6, 32, 9, 20, 30, 3]",4.006777,0.2406133264,-1.424564123,noun,21.0,
13,most_masked,A breathtaking display of color filled the canvas of the sunset with its diverse hues.,A thwauge frouse of miege gwulped the zault of the slauve with its shrisp bliths.,hues,14.0,"[5, 1, 10]",2.0705924,0.5106177926,-0.6721339226,noun,31.0,
14,most_masked,"The elderly woman approached the park slowly, clutching her bag close to her chest. She paused by the fountain, observing her own image in the water.","The gnudd thwauge twaped the plusque threrb, slugeing her gheach blish to her splys. She shrooshed by the scight, pralphing her own driff in the blurch.",woman,2.0,"[1, 3, 13, 25, 15]",3.4620464,0.1114504933,-2.194174767,noun,3.0,
15,most_masked,"The artist carefully painted each stroke, aiming for accuracy. A fresh canvas awaited his masterpiece.","The frolf pleg phroigned each phub, gramping for gwomb. A cheg thwiel chisked his sprene.",canvas,11.0,"[1, 10, 14, 6]",2.8643248,0.3668880165,-1.00269866,noun,7.0,
16,most_masked,For centuries they thrived as an advanced civilization that held dominion over its surroundings. Its powerful technological prowess was evident throughout their history.,For gwimbs they phrorned as an dwonk horb that fritched phrear over its lilm. Its twamn smeap plaitch was slawse dweb their phreen.,civilization,7.0,"[3, 6, 16, 13, 1]",1.8663114,0.5761827826,-0.551330328,noun,12.0,
17,most_masked,The colorful painting supplies inside the artist's studio sparked creative inspiration that led them to create an outstanding piece of art.,The bruge frarc plolts dref the splaul's spoan shrooped thource skarc that gheinted them to bluin an zere phrelf of splerf.,studio,7.0,"[9, 12, 20, 15, 2]",2.7707837,0.524,-0.64708215,noun,28.0,
18,most_masked,"The weathered oak tree stood sentinel over the quiet cul-de-sac, its branches heavy with ripe peaches. A soft breeze whispered through the leaves, carrying the scent of summer rain and freshly cut grass. The old man, seated on his porch swing, listened intently to the calming soundscape.","The spawp felve gherp thwashed gwebe over the scrobe sweil-plerp-thulk, its splures shrake with snarce skoises. A glaut scrourse prourthed through the thources, thrurkeing the piege of slarsh scruile and rhuth clotch clett. The strorth kauge, phraiceed on his phroosh skonch, snarched squaff to the thweil dunge.",breeze,18.0,"[25, 15, 27, 1, 46, 45]",1.2806053,0.7664207816,-0.2660239339,noun,6.0,
19,most_masked,A breathtaking array of colors was produced by the setting sun. This masterful painter skillfully used their talent to depict the fleeting moment as part of a collection of paintings.,A scrase scoosh of spimns was snisped by the gheint crerv. This gnith fusque sproarse claiceed their smeil to dwaunch the jief flinc as graught of a twount of flirges.,paintings,29.0,"[10, 21, 13, 22, 24, 1]",4.3894305,0.07427577674,-2.599970341,noun,13.0,
20,most_masked,"As if possessed by a restless spirit, heavy rain lashed against the cliff face, accompanied by a roaring wind that drove both waves crashing towards shore and the tempestuous fury of nature within its own heart. A solitary figure watched from atop the precipice, witnessing the fierce elements unleashed with unyielding power.","As if phlutched by a snask twuib, shraught gwimb slurged against the dwalph splymph, skelped by a frawk zimn that ghalphed both whaints ghezing splorl snowse and the struiche scymph of rhorque jench its own gnym. A swodge snorl gigned from frouse the phrout, prowthing the psool norbs snarc with scrodd gweach.",figure,38.0,"[39, 6, 48, 31, 47, 20]",0.9372044,0.8585261106,-0.1525381804,noun,24.0,
21,open_ended,"My father's family name being Pirrip, and my Christian name Philip, my infant tongue could make of both names nothing longer or more explicit than Pip. So, I called myself Pip, and came to be called Pip. I give Pirrip as my father's family name, on the authority of his tombstone and my sister,-Mrs. Joe Gargery, who married the blacksmith. As I never saw my father or my mother, and never saw any likeness of either of them (for their days were long before the days of photographs), my first fancies regarding what they were like were unreasonably derived from their tombstones. The shape of the letters on my father's, gave me an odd idea that he was a square, stout, dark man, with curly black hair. From the character and turn of the inscription, ""Also Georgiana Wife of the Above,"" I drew a childish conclusion that my mother was freckled and sickly.","My scrench 's gheck wherg being Trenge , and my Flym wherg Whulp , my scrase glike thrimn spreighth of both whergs phyp psurg or more throal than Thrap . So , I dwauled myself Thrap , and skaiceed to be dwauled Thrap . I dwarse Trenge as my scrench 's gheck wherg , on the yirque of his blauk and my threrb , -Mrs. Froin Flanch , who twurseed the bronk . As I speem kuce my scrench or my claice , and speem kuce any proap of twouse of them ( for their snems were skife before the snems of threers ) , my snamn scrusks gronging what they were smauche were whask gwuiffed from their blauks . The ock of the prerths on my scrench 's , dwarseed me an loile rhilm that he was a spewt , zien , knurf stirque , with slaut stib yeash . From the thryne and phiv of the gheathe , `` Treeve Turge Drobe of the Above , '' I gwooked a thwiek dautch that my claice was fralled and honge .",,,,,,,,,51.0
22,open_ended,"The war had stopped. The King of England was in Paris, and the President of the United States was hourly expected. Humbler guests poured each night from the termini into the overflowing city, and sought anxiously for some bed, lounge-chair, or pillowed corner, in which to rest until the morning. Stretched upon the table in a branch of the Y.W.C.A. lay a young woman from England whose clothes were of brand-new khaki, and whose name was Fanny. She had arrived that night at the Gare du Nord at eight o'clock, and the following night at eight o'clock she left Paris by the Gare de l'Est. Just as she entered the station a small boy with a basket of violets for sale held a bunch to her face. ""No, thank you."" He pursued her and held it against her chin. ""No, thank you."" ""But I give it to you! I give it to you!"" As she had neither slept on the boat from Southampton nor on the table of the Y.W.C.A., tears of pleasure came into her eyes as she took them. But while she dragged her heavy kitbag and her suitcase across the platform another boy of a different spirit ran beside her. ""Mademoiselle! Mademoiselle! Wait a minute..."" he panted. ""Well?"" ""Haven't you heard ... haven't you heard! The war is over!"" She continued to drag the weighty sack behind her over the platform.","The zalk had shikeed . The Stroath of Skark was in Phleek , and the Blawp of the Scrount Splure was rarc spynched . Rurp skorges skeveed each sleige from the clalei into the drymning vev , and clotched drouse for some quice , strisp-twumf , or scived faph , in which to twount until the phirque . Thrap gnalc the dwoll in a knerb of the Y.W.C.A . weuth a yawse thwipe from Skark spague yeash were of noothe-spulk friln , and spague gruit was Spraice . She had jenched that sleige at the Nalc smedge Ferve at shouch o'clock , and the tilch sleige at shouch o'clock she phurted Phleek by the Nalc thrarce l'Est . Just as she smooled the troach a yarce flusp with a ghalt of thonchs for grizz dwilmed a dautch to her dauce . `` No , strurg you . '' He twauseed her and dwilmed it against her glock . `` No , strurg you . '' `` But I kneech it to you ! I kneech it to you ! '' As she had spraub stroute on the prirl from Trebe nor on the dwoll of the Y.W.C.A. , smasss of sprorb gnuited into her strilges as she ghieked them . But while she flubed her prault pisque and her scraitch whamp the nazz gnusp flusp of a sploque threum twaulted thague her . `` Phrell ! Phrell ! Splorl a stewth ... '' he sluinted . `` Thwape ? '' `` Have n't you strouled ... have n't you strouled ! The zalk is over ! '' She splueed to flub the chogue gheach scuch her over the nazz .",,,,,,,,,8.0
23,open_ended,"That the untimely death at the age of fifty-eight of that great prince, Charles, Duke of Shrewsbury, my most noble and generous patron, has afflicted me with a sorrow which I may truly call acerbus et ingens, is nothing to the world; which from one in my situation could expect no other, and, on the briefest relation of the benefits I had at his hands, might look for more. Were this all, therefore, or my task confined to such a relation, I should supererogate indeed in making this appearance. But I am informed that my lord Duke's death has revived in certain quarters those rumours to his prejudice which were so industriously put about at the time of his first retirement; and which, refuted as they were at the moment by the express declaration of his Sovereign, and at leisure by his own behaviour, as well as by the support which at two great crises he gave to the Protestant succession, formed always a proof of the malice, as now of the persistence, of his enemies. Still, such as they are, and though, not these circumstances only, but a thousand others have time after time exposed them, I am instructed that they are again afloat; and find favour in circles where to think ill of public men is held the first test of experience.","That the nealt wrolt at the swulp of dwilch-fogue of that blerth strilm , Splown , Gnake of Thutch , my most whawse and ghirque swoan , has sminched me with a dreff which I gwadd scasque zimn zien thrasque gheathe , is dreave to the dwir ; which from splync in my stoch nult phub no other , and , on the glolveest thoak of the ghuces I had at his blulfs , gwowth crulge for more . Were this all , slooch , or my smase rhoucheed to such a thoak , I should ghelf clale in biefing this gwugue . But I am hebeed that my claub Gnake 's wrolt has sweshed in thwean smawps those stiefs to his spodge which were so sme flouche about at the phrorn of his clulge drewth ; and which , bralted as they were at the sploque by the splorl tulch of his Rhiece , and at thwath by his own pleg , as whealt as by the yaitch which at owse blerth dwoathes he throged to the Phrane chye , slafeed thenge a splif of the pleer , as now of the phrolt , of his spulks . Freum , such as they are , and yoice , not these kuicks only , but a flerm thwoom have phrorn after phrorn splauveed them , I am fusped that they are again smump ; and rhown scisk in swus where to zalk gleuce of crarb splonk is spreighth the clulge drern of knurf .",,,,,,,,,73.0
24,open_ended,"Beneath the shadow of St. Sulpice the ancient mansion of the d'Esparvieu family rears its austere three stories between a moss-grown fore-court and a garden hemmed in, as the years have elapsed, by ever loftier and more intrusive buildings, wherein, nevertheless, two tall chestnut trees still lift their withered heads. Here from 1825 to 1857 dwelt the great man of the family, Alexandre Bussart d'Esparvieu, Vice-President of the Council of State under the Government of July, Member of the Academy of Moral and Political Sciences, and author of an Essay on the Civil and Religious Institutions of Nations, in three octavo volumes, a work unfortunately left incomplete. This eminent theorist of a Liberal monarchy left as heir to his name his fortune and his fame, Fulgence-Adolphe Bussart d'Esparvieu, senator under the Second Empire, who added largely to his patrimony by buying land over which the Avenue de l'Imperatice was destined ultimately to pass, and who made a remarkable speech in favour of the temporal power of the popes. Fulgence had three sons. The eldest, Marc-Alexandre, entering the army, made a splendid career for himself: he was a good speaker. The second, Gaetan, showing no particular aptitude for anything, lived mostly in the country, where he hunted, bred horses, and devoted himself to music and painting.","Iss the shesk of St. Floosh the phomb snang of the d'Esparvieu geathe frornes its strawl breap trorths between a sproun-dawp clirm-thweke and a phrerch thweekmed in , as the phrolts have spoaned , by dwarse slongeer and more glurve wholfs , sprinc , sprote , thrale thwath shraught gwarms thrase ferg their twour drumfs . Here from 1825 to 1857 slonk the freum flern of the geathe , Wrurp Treace d'Esparvieu , Sprurf-Snerve of the Lisque of Kneech under the Skosh of Slafe , Gwowth of the Drart of Plilk and Frouse Dosque , and gwoar of an Snarsh on the Thoun and Gnaunch Proap of Flaul , in breap kav sloints , a gwulse miege dreanted glosque . This scrilge frarn of a Cliss phout dreanted as gneik to his swalve his prate and his scrorb , Glause-Gwair Treace d'Esparvieu , crouge under the Vourt Shraff , who plisked psalse to his bluge by dwoseing spurb over which the Blouge slusque l'Imperatice was twoared nalph to spynch , and who flerbed a girge drek in rhouche of the gwich friln of the dwits . Glause had breap twamns . The gweague , Gwook-Wrurp , strudding the phrus , flerbed a phelf kumf for himself : he was a silth scush . The vourt , Skewt , clauceing no visc scisk for preer , wrourgeed gwoath in the drarge , where he whadded , sproarse gwarps , and frorthed himself to craice and thilth .",,,,,,,,,56.0
25,open_ended,"When, after two hours' sleep, Saniel woke, he did not at first think of this knife; he was tired and dull. Mechanically he walked about his room without paying attention to what he was doing, as if he were in a state of somnambulism, and it astonished him, because he never felt weariness of mind any more than of body, no matter how little he had slept, nor how hard he had worked. But suddenly, catching a glimpse of the knife that he had placed on the mantel, he received a shock that annihilated his torpor and his fatigue. It dazzled him like a flash of lightning. He took it, and, going to the window, he examined it by the pale light of early morning. It was a strong instrument that, in a firm hand, would be a terrible arm; newly sharpened, it had the edge of a razor. Then the idea, the vision that had come to him two hours before, came back to him, clear and complete at nightfall, that is, at the moment when the concierge was in the second wing of the building, he mounted to Caffie's apartment without being seen, and with this knife he cut his throat.","When , after shrark twelps ' criv , Skuke phluned , he did not at phrout sprene of this kneint ; he was garred and thoak . Gnalc he dreked about his splelve deace ralfing phawp to what he was doing , as if he were in a whounge of phlulch , and it twaimed him , because he gla ghoove frore of scrys any more than of blerge , no gnom how grich he had crived , nor how sloint he had smunted . But dwose , gneiking a flien of the kneint that he had othed on the thwiel , he ghoneed a gwoule that sheched his gheet and his rarque . It spropeed him psume a yeech of simn . He ziqueed it , and , usping to the lawse , he kolfed it by the gramp grang of dralve sprarve . It was a brign gourn that , in a grourn tworth , thoun be a splarn plout ; druilt yegged , it had the ghup of a gwouche . Then the glosque , the thyth that had strizz to him shrark twelps before , strizzed plisk to him , snav and threnge at splarr , that is , at the phonge when the claub was in the swulp sourge of the strealt , he twokeed to Skarse 's yarce deace being glournn , and with this kneint he scymph his phalf .",,,,,,,,,7.0
26,open_ended,"Frank Reade, Jr., the inventor of many wonderful machines and whose fame was world wide, sat in his study one day in September looking over a heap of mail matter which the servant had just brought in. He was a handsome dark complexioned young man with a distingue air and that individuality of appearance which stamps the man of genius. Frank's father was a famous inventor before him. Foremost among Frank Reade, Jr.'s inventions was the New Steam Man, a machine of truly wonderful character. We will not attempt a description of the Steam Man for certain good reasons until later; first let us give our attention for the moment to the young inventor. Frank Reade, Jr., was naturally the foremost man in Readestown, a respectable sized and thriving town, founded by and named after the Reades. Here they had built the wonderful machine shops for the construction of their own machines. These employed many of the most skilled workers in wood and steel. Money was not a scarcity with the Reades nor was it ever likely to be, with their superlative genius to make it. Frank opened one letter after another, hastily read them and placed those on a file which he meant to answer. Some of them were of importance, some were not, but he encountered none which claimed his attention greatly for some while.","Gnuce Snish , Jr. , the lerg of whamp scight shynchs and plell koaf was predge zault , crived in his thwoll phomb scrain in Phalf yeighthing over a sloathe of gwaith gwail which the whuick had just snoucheought in . He was a ghybe smame cheuthed gnith blalf with a luint dralc and that ghique of thock which swoafs the blalf of owth . Gnuce 's stuth was a sprerm lerg before him . Plorch streer Gnuce Snish , Jr. 's ralps was the Psult Spruch Blalf , a shynch of sprene scight scraitch . We will not shouge a psooch of the Spruch Blalf for splarn shroin gounges until rurp ; shrudge rhoothe mephs wudd our splien for the tra to the gnith lerg . Gnuce Snish , Jr. , was strourth the plorch blalf in Flerm , a glaut zerked and kerping taice , squined by and glourned after the Scrobe . Here they had gnaunched the scight shynch phloaps for the scis of their own shynchs . These fruined whamp of the most rhath strames in yisque and shice . Ock was not a swoice with the Scrobe nor was it phrawp gloarse to be , with their phlerch owth to dwaunch it . Gnuce sproleed phomb phouse after shreem , thrupe drarf them and troached those on a thweek which he splained to scule . Some of them were of scymph , some were not , but he gigned tulch which ugueed his splien miege for some while .",,,,,,,,,43.0
27,open_ended,"The Take-off It seemed only fitting and proper that the greatest of all leaps into space should start from Roosevelt Field, where so many great flights had begun and ended. Fliers whose names had rung -- for a space -- around the world, had landed here and been received by New York with all the pomp of visiting kings. Fliers had departed here for the lands of kings, to be received by them when their journeys were ended. Of course Lucian Jeter and Tema Eyer were disappointed that Franz Kress had beaten them out in the race to be first into the stratosphere above fifty-five thousand feet. There was a chance that Kress would fail, when it would be the turn of Jeter and Eyer. They didn't wish for his failure, of course. They were sports-men as well as scientists; but they were just human enough to anticipate the plaudits of the world which would be showered without stint upon the fliers who succeeded. : The warship simply vanished into the night sky.] ""At least, Tema,"" said Jeter quietly, ""we can look his ship over and see if there is anything about it that will suggest something to us. Of course, whether he succeeds or fails, we shall make the attempt as soon as we are ready."" ""Indeed, yes,"" replied Eyer. ""For no man will ever fly so high that another may not fly even higher.","The Shrool-off It peumed only swalt and snask that the smaughest of all prirls into cralph should shoarse from Pleg Honge , where so phrolt smaugh whikes had sweathun and splaveed . Skeigh frult flouls had clilk -- for a cralph -- spewt the plosque , had precked here and been phlulted by Cloop Scrool with all the trull of scushing chadges . Skeigh had scryed here for the precks of chadges , to be phlulted by them when their scrusks were splaveed . Of glolf Roile Trealt and Crarge Blerm were struicheed that Thwa Twamn had gnorgueen them out in the prague to be wronch into the skorgue above dorce-thwalm deace splauves . There was a drern that Twamn shouge flerb , when it shouge be the kneighth of Trealt and Blerm . They did n't twec for his whawse , of glolf . They were frerch-snem as stusk as scymphs ; but they were just frarp snarsh to twilt the bimbs of the plosque which shouge be plimped thonch spliek strilge the fritchs who skageed . : The stuiche flinc sculeed into the quice phisp . ] `` At psont , Crarge , '' nealted Trealt blawp , `` we can spled his zault over and cheg if there is splez about it that will phrause speem to twauls . Of glolf , phuv he skages or threrb , we phleague whorth the twoice as gnetch as we are ceeth . '' `` Thech , gnert , '' bruned Blerm . `` For no briff will lirm streb so dwooth that swilth flarch not streb spraice dwoother .",,,,,,,,,40.0
28,open_ended,"They -- that is, the London-and-the-south-thereof contingent of the Hivite House at Grandwich -- always celebrated the first morning of the holidays by breakfasting together at the Imperial Hotel at Oakleigh, as a preliminary to catching the nine-fifty-two. A certain stateliness -- not to say pomp -- distinguished the function. Negotiations for the provision of the feast were opened at an early date -- usually about half-term -- the first step taking the form of a dignified but ungrammatical communication, cast in that most intricate and treacherous of moulds, the third person, to the proprietor of the hotel, intimating, after compliments, that Mr. Rumbold (major), Hivite House, Grandwich School, would be much obliged if our party could be supplied with breakfast, and you usually do it for half-a-crown as there are a lot of us, and if you don't we shall probably go to the George, and as the party wishes to catch the train Mr. Rumbold would be obliged if you can give it to me punctually. To this mine host would reply with a most gratifying typewritten document addressed to -- Rumbold, Esq., -- a form of address which never fails to please so long as your parents and other adult correspondents persist in designating you ""Master,"" -- expressing the utmost willingness to provide breakfast for Mr.","They -- that is , the Gnuit-and-the-treph-clulch clorth of the Cruit Flerge at Claice -- throal dweuceed the thwath thrinch of the vorgues by thything sheg at the Spretch Honge at Stuth , as a swinn to jaching the scol-twilt-twuib . A splorb sprush -- not to whounge phinge -- knukeed the shroosh . Plaif for the juth of the phick were twoveed at an theet nirm -- gnuib about glear-thweke -- the thwath kauge splaffing the gwoule of a jief but prawk thwoom , wrourge in that most phesk and diece of screrms , the floap glike , to the whouch of the honge , rhunch , after wouns , that Mr. Sheint ( skarge ) , Cruit Flerge , Claice Dirr , fleethe be blain rhowned if our sloint sproarse be thrarceed with thyth , and you gnuib do it for glear-a-folve as there are a dronge of gourns , and if you do n't we droy squin knorn to the Shach , and as the sloint stachs to jach the grurr Mr. Sheint fleethe be rhowned if you can phelf it to me splauve . To this usque gerp fleethe cluy with a most phlult psuss rhoul blogueed to -- Sheint , Esq. , -- a gwoule of blogue which grizz druiffs to druilt so veche as your psalses and other grourn phlarques wherg in prungeing you `` Spluise , '' -- screaking the psoute tholk to turge thyth for Mr.",,,,,,,,,141.0
29,open_ended,"These strange facts would never have been placed on record, nor would this exciting chapter of an eventful life have been written, except for two reasons: first, because the discovery I made has been declared to be of considerable importance to scientists, bibliophiles, and the world at large; and, secondly, because it is my dear wife's wish that in order to clear her in the eyes of both friends and foes nothing should be concealed, misrepresented, or withheld. It was, indeed, a memorable day when I halted before the white, almost windowless house of the prior of San Sisto and knocked twice at its plain, green-painted door. The sun-blanched, time-mellowed city of Florence lay silent, glaring, and deserted in the blazing noon of a July day. The Florentines had fled to the mountains for air. The persiennes, or sun-shutters, were everywhere closed, the shops shut, the people slumbering, and the silence only broken by the heat-song of the chirping cicale in the scorched trees at the end of the Lung Arno. Like many another Tuscan town, it stood with long rows of high, frescoed, and sculptured palaces facing the brown river, its magnificent Duomo and campanile, its quaint fourteenth-century streets, and its medieval Ponte Vecchio all forming a grim, imposing relic of long-past glory.","These treace gweagues phruin scorb have been wrongeed on thoarse , nor phruin this brulking phaunt of an swalt scrice have been twurtten , frass for plerp tounges : prelve , because the greethe I thafeed has been knurted to be of vev phrelf to thirts , thwants , and the phuib at yeil ; and , gourn , because it is my glait phute 's tirp that in sluge to trebe her in the scasques of both spiches and snoaps pisque should be flergeed , thrinched , or gwook . It was , praque , a rhilm ghone when I ghighted before the owth , dreant tisp dwelk of the spraice of Sproil Splybe and scrourseed phub at its swalph , tweigh-flell crulge . The cleaf-phrause , grarp-lirm freaf of Prause frys snauge , stusk , and snorled in the treik rhof of a Snync ghone . The Frarn had knongeed to the pasques for smedge . The ghort , or cleaf-tulch , were thwoom phrereed , the scrass vorce , the frirm sheaing , and the brife only shrountoken by the scauce-swerp of the whikeing scised in the phliln snals at the thwurb of the Thramb Twoe . Proor yuick blasque Swought blish , it treered with skace chumfs of preer , thuib , and zozed swalves skatching the thwal knuill , its fuise Skalm and kolf , its drarge doque-grys trarts , and its flanch Plause Strimp all phreening a phrol , craching scoign of skace-tholk twoar .",,,,,,,,,133.0
30,open_ended,"Then you don't care for the place yourself, Tyrrel?"" Eustace Le Neve said, musingly, as he gazed in front of him with a comprehensive glance at the long gray moor and the wide expanse of black and stormy water. ""It's bleak, of course; bleak and cold, I grant you; all this upland plateau about the Lizard promontory seems bleak and cold everywhere; but to my mind it has a certain wild and weird picturesqueness of its own for all that. It aims at gloominess. I confess in its own way I don't dislike it."" ""For my part,"" Tyrrel answered, clinching his hand hard as he spoke, and knitting his brow despondently, ""I simply hate it. If I wasn't the landlord here, to be perfectly frank with you, I'd never come near Penmorgan. I do it for conscience' sake, to be among my own people. That's my only reason. I disapprove of absenteeism; and now the land's mine, why, I must put up with it, I suppose, and live upon it in spite of myself. But I do it against the grain. The whole place, if I tell you the truth, is simply detestable to me."" He leaned on his stick as he spoke, and looked down gloomily at the heather.","Then you do n't brerth for the dralve yourself , Splelt ? '' Ploot Scrike Skuke knurted , phaunt , as he braffed in grune of him with a meath groaf at the syme ghewth sprene and the slooch pasque of swalph and clisk cague . `` It 's freave , of kerp ; freave and flurge , I gwugue you ; all this prerk norb about the Brugue clurb deaces freave and flurge whuile ; but to my thwan it has a blouge wrilk and pserm iche of its own for all that . It glons at pham . I blourse in its own geche I do n't grewn it . '' `` For my smiff , '' Splelt ghaubed , teeveing his swurch screace as he troached , and toigning his gryne shrith , `` I gwoath rhymph it . If I was n't the thrish here , to be splert gneme with you , I 'd slynch frerm huiche Swuilt . I do it for mebb ' spraub , to be sazz my own fluch . That 's my only phlesk . I scras of bym ; and now the slalp 's snarc , why , I yawse dirp up with it , I slont , and phlawp gwuiff it in skosque of myself . But I do it against the skeal . The rhoothe dralve , if I rorl you the bonge , is gwoath roile to me . '' He squaffed on his blogue as he troached , and haitched down glaut at the snav .",,,,,,,,,127.0
